pmid,label,abstract
28670344,foot,"Adolescence is marked by changes to the body, including the feet. The Foot Posture Index (FPI-6) stands out from other foot type classification methods as valid, reliable, and multidimensional. However, the current literature differs according to age group, with little consolidation of normative data in school children, largely due to the influence of such factors as sex, age and body mass index (BMI). Thus, this study assesses foot posture in adolescents according to age, sex and BMI.t testwas used. All data were analyzed using SPSS version 21.0 and the 5% significance level.p = 0.001, respectively).Overall, the feet in this study were classified as normal, with a tendency to pronation, particularly in boys. There were differences between the 11 and 13 year groups and, with regard to BMI, there were higher scores for the group with normal BMI. Therefore, a higher BMI in adolescence is not indicative of a pronated foot type."
28043936,foot,"Whilst a number of risk factors for poor patient reported outcome measures (PROMs) following knee arthroplasty (KA) have been identified, unexplained variability still remains. The role of pre-operative foot and ankle status on such outcomes has not been investigated. The aim of this study was therefore to determine the association of clinical foot and ankle assessments with patient reported outcomes 1 year following KA.One hundred and fifteen participants from the Clinical Outcomes in Arthroplasty Study (COASt), underwent detailed foot and ankle assessments at baseline, prior to KA (2012-2014) and were followed up for self-reported outcomes 1 year after surgery.Thirty nine percent of subjects reported foot pain at baseline. Mean pre-operative Oxford Knee Score (OKS; 0 [worst] to 48 [best outcome]) was 21 and post-operative OKS score was 38. In fully adjusted analysis pre-operative foot pain was significantly associated with 1 year outcome (risk ratio [RR] 0.78 95% confidence interval [95% CI] 0.62, 0.98). No significant association was observed between ankle dorsiflexion or foot posture and outcome.Patients with pre-operative foot pain are more likely to have poorer clinically important outcomes 1 year following KA than patients without foot pain. Static ankle dorsiflexion and foot posture do not further explain post-operative KA outcomes. Consideration should also be given to address pre-operative foot pain when attempting to achieve a good clinical outcome for KA."
27334976,foot,"The purpose of this study was to explore and compare foot and ankle characteristics in people with stroke and healthy controls; and between stroke fallers and non-fallers.Participants were recruited from community groups and completed standardized tests assessing sensation, foot posture, foot function, ankle dorsiflexion and first metatarsal phalangeal joint range of motion (1st MPJ ROM), hallux valgus presence and severity.Twenty-three stroke participants (mean age 75.09 ± 7.57 years; 12 fallers) and 16 controls (mean age 73.44 ± 8.35 years) took part. Within the stroke group, reduced 1st MPJ sensation (p = 0.016) and 1st MPJ ROM (p = 0.025) were observed in the affected foot in comparison to the non-affected foot; no other differences were apparent. Pooled data (for both feet) was used to explore between stroke/control (n = 78 feet) and stroke faller/non-faller (n = 46 feet) group differences. In comparison to the control group, stroke participants exhibited reduced sensation of the 1st MPJ (p = 0.020), higher Foot Posture Index scores (indicating greater foot pronation, p = 0.008) and reduced foot function (p = 0.003). Stroke fallers exhibited significantly greater foot pronation in comparison to non-fallers (p = 0.027).Results indicated differences in foot and ankle characteristics post stroke in comparison to healthy controls. These changes may negatively impact functional ability and the ability to preserve balance. Further research is warranted to explore the influence of foot problems on balance ability and falls in people with stroke. Implications for Rehabilitation Foot problems are common post stroke. As foot problems have been linked to increased fall risk among the general population we recommend that it would be beneficial to include foot and ankle assessments or a referral to a podiatrist for people with stroke who report foot problems. Further research is needed to explore if we can improve functional performance post stroke and reduce fall risk if treatment or prevention of foot problems can be included in stroke rehabilitation."
27594919,foot,"Barefoot locomotion has evoked an increasing scientific interest with a controversial debate about benefits and limitations of barefoot and simulated barefoot walking and running. While most current knowledge comes from cross sectional laboratory studies, the evolutionary perspective suggests the importance of investigating the long-term effects. Observing habitually barefoot populations could fill the current gap of missing high quality longitudinal studies. Therefore, the study described in this design paper aims to investigate the effects of being habitually barefoot on foot mechanics and motor performance of children and adolescents.This study has a cross-sectional, binational design and is part of the ""Barefoot Locomotion for Individual Foot- and health Enhancement (Barefoot LIFE)"" project. Two large cohorts (n(total) = 520) of healthy children and adolescents between 6 and 18 years of age will be included respectively in Germany and South Africa. A barefoot questionnaire will be used to determine habitually barefoot individuals. The testing will be school-based and include foot mechanical (static arch height index, dynamic arch index, foot pliability) and motor performance (coordination, speed, leg power) outcomes. Gender, BMI and level of physical activity will be considered for confounding.The strength of this study is the comparison of two large cohorts with different footwear habits to determine long-term effects of being habitually barefoot on foot mechanics and motor performance."
27338653,foot,"The current guidelines for the management of diabetes in adults have recommended strict glycemic control, with a target hemoglobin A1c of 7.0%. Increasing evidence has shown that strict glycemic control decreases the risk of developing the organ system complications associated with diabetes. Elevated hemoglobin A1c levels have been theorized as a risk factor for complications after elective foot and ankle surgery. To test this hypothesis, we reviewed the Department of Veterans Affairs national administrative and clinical databases for a 6-year period (January 2008 to December 2013). During this period, 21,854 diabetic patients had a recorded hemoglobin A1c measurement within 1 year before undergoing elective foot and ankle surgery. We then identified those patients who had experienced postoperative complications within 30 days of elective foot or ankle surgery using the International Classification of Diseases, ninth revision, codes. The complications were classified into 4 groups: infection, wound healing, mechanical failure, and cardiovascular/pulmonary. The overall 30-day postoperative complication rate was 3.2%. The most common complication was infection (42.3%), followed by mechanical failure (33.4%), cardiovascular/pulmonary (18.4%), and wound healing (5.8%). The average hemoglobin A1c of a patient who had experienced a complication was 6.29% compared with 6.11% for a patient who had not experienced 1 of the 4 complications (p < .001). Logistic regression analysis revealed that for each 1% increase in hemoglobin A1c, the odds of developing a complication increased by 5%. More significant was the 1.78 times increased risk of developing a complication for patients with neuropathy (95% confidence interval 1.45 to 2.20; p = .0001). Even more notable was the associated risk of complications after elective foot and ankle surgery for those patients with comorbid conditions. Patients demonstrated 3.08 times the risk of developing a complication when the patient had 2 to 3 identified comorbid conditions associated with diabetes mellitus (95% confidence interval 2.42 to 3.92; p = .0001). The present retrospective observational investigation has demonstrated glycemic control influences the postoperative complication rates in elective foot and ankle surgery. However, the data collected from the present study have also demonstrated that the complication rates are multifactorial. Comorbid conditions and the presence of peripheral neuropathy also play a significant role in determining a patient's risk of complications after elective foot and ankle surgery."
27524707,foot,"The techniques for performing percutaneous osteotomies in treating deformities of the foot in children are presented along with a detailed description of the operative details. The author's use of minimal-access surgery for tibial, os calcis, and midfoot osteotomies is described using a cooled side-cutting burr that has not previously been described for use in the child's foot. The cancellous nature of the bones in the child are easily cut with the burr and the adjacent soft tissues are not damaged. The early experience of the healing times are not impaired and the complications associated with percutaneous scars seem to be negligible."
29078841,ear,"Variation in baseline ear temperature, taken in the unadjusted mode, has yet to be established in different age groups. Because normal body temperatures show large variations, the same may be expected for increased temperatures in fever. The aims were to study variations in normothermic body temperatures measured with an ear thermometer and to determine differences between actual and perceived body temperature during a febrile episode (referred to as difftemp) in apparently healthy children and adults.Ear temperature was measured once in 2,006 individuals (61.7% females): 683 children aged 2 and 4 years, 492 adolescents aged 10-18 years, 685 adults aged 19-65 years and 146 elderly aged 66-89 years. Difftemp was estimated as the difference between the individual's ear body temperature, measured in the present study, and the respondent's reported temperature when feverish.Mean ear temperature was 36.4 ± 0.6°C overall and in the child and adult groups. In adolescents, it was 36.5 ± 0.5°C, and in elderly, 36.1 ± 0.5°C. Temperature in men was 36.3 ± 0.6°C, and in women, 36.5 ± 0.5°C. Difftemp was 1.1 ± 0.7°C in adolescents, 1.5 ± 0.7°C in children and adults, and 1.6 ± 0.7°C in those >65 years.Ear body temperature is lower than traditionally reported and differs with age and sex. An individual difftemp of 1.0-1.5°C along with malaise might indicate fever."
29370257,ear,"To evaluate the use of ear endoscopy in the postoperative management of open mastoidectomy cavities, and to test whether ear endoscopy improves inspection and cleaning compared with ear microscopy.Prospective study. Thirty-two ears were divided into two groups: group 1, examination and cleaning of mastoid cavities under endoscopic visualization after microscopic standard ear cleaning; group 2, examination and cleaning of mastoid cavities under microscopic visualization after endoscope-assisted ear cleaning. We assessed the ability of each method to provide exposure and facilitate cleaning, comparing the benefits of microscopy and endoscopy when used sequentially and vice-versa.Endoscopy provided additional benefits for exposure in 61.1% of cases and cleaning in 66.7%. Microscopy provided no additional benefits in terms of exposure in any case, and provided added benefit for cleaning in only 21.4% of cases.For outpatient postoperative care of open mastoidectomy cavities, ear endoscopy provides greater benefit over ear microscopy than vice-versa. In over half of all cases, endoscopy was able to expose areas not visualized under the microscope. Furthermore, in two-thirds of cases, endoscopy enabled removal of material that could not be cleared under microscopy. Ear endoscopy was superior to microscopy in terms of enabling exposure and cleaning of hard-to-reach sites, due to its wider field of vision.Ear endoscopy is a feasible technique for the postoperative management of open mastoidectomy cavities. Ear endoscopy provided superior advantages in terms of exposure and aural cleaning compared with microscopy."
29016668,ear,"We analyzed the antifungal susceptibility profiles, genotypes, and virulence of clinical Aspergillus terreus isolates from six university hospitals in South Korea. Thirty one isolates of A. terreus, comprising 15 respiratory and 16 ear isolates were assessed. Microsatellite genotyping was performed, and genetic similarity was assessed by calculating the Jaccard index. Virulence was evaluated by Galleria mellonella survival assay. All 31 isolates were susceptible to itraconazole, posaconazole, and voriconazole, while 23 (74.2%) and 6 (19.4%) showed amphotericin B (AMB) minimum inhibitory concentrations (MICs) of ≤ 1 mg/L and > 4 mg/L, respectively. Notably, respiratory isolates showed significantly higher geometric mean MICs than ear isolates to AMB (2.41 vs. 0.48 mg/L), itraconazole (0.40 vs. 0.19 mg/L), posaconazole (0.16 vs. 0.08 mg/L), and voriconazole (0.76 vs. 0.31 mg/L) (all, P <0.05). Microsatellite genotyping separated the 31 isolates into 27 types, but the dendrogram demonstrated a closer genotypic relatedness among isolates from the same body site (ear or respiratory tract); in particular, the majority of ear isolates clustered together. Individual isolates varied markedly in their ability to kill infected G. mellonella after 72 h, but virulence did not show significant differences according to source (ear or respiratory tract), genotype, or antifungal susceptibility. The current study shows the marked diversity of clinical isolates of A. terreus in terms of antifungal susceptibilities, genotypes and virulence in the G. mellonella model, and ear isolates from Korean hospitals may have lower AMB or triazole MICs than respiratory isolates."
28209807,ear,"Blast injuries in modern warfare are common, and the ear is often affected as it is an effective pressure transducer. This study aimed to evaluate military blast injuries of the ear.From May 2002 to October 2014, all patients referred to two military hospitals near Paris, France following exposure to massive explosions were analysed.Among the 41 patients (82 ears), 36 of them reported tinnitus, 25 hearing loss, 14 earache and 8 vertigo. It was noted that 44% of the patients had tympanic membrane perforations and that this was bilateral in two-thirds of the cases. The hearing loss in 29% of the cases was pure sensorineural, in 55% it was mixed and in 15% it was a pure conductive hearing loss. There was no correlation between the impact of middle ear lesions and the severity of the inner ear injury. Three patients had a pharyngolaryngeal blast injury detected on the battlefield associated with blast lung injury, but only two of them had tympanic perforations. Nine tympanoplasty procedures were performed, of which 44% succeeded in sealing the perforation.Blast injuries of the ear are characterised by significant functional signs and are not correlated to otoscopic examinations. Sensorineural hearing loss is almost immediately final. When deciding on initial management, the status of the tympanic membrane does not provide any information about the risk of a primary blast injury of the lung; laryngeal nasofibroscopy seems a more relevant screening test."
27062303,ear,"The preservation of kidney function after kidney donation depends on the kidney reserve - the potential of the remaining kidney to boost their function after loss of the other kidney. In Traditional Chinese Medicine, size and shape of the external ears are examined to evaluate the person's kidney health. We hypothesized that ear size might be a practical yet overlooked marker of kidney reserve. Fifty kidney transplantation donors were participated in this study. The length and width of both ears of all participants were measured during one of the post-donation visits. Pre-donation serum creatinine and post-donation serum creatinine as well as other relevant parameters (age, sex, weight, height, etc.) of the participants were extracted from medical records. The estimated GFR was calculated from serum creatinine, age and sex using the CKD-EPI equation. Ear length negatively associated with %GFR decline after kidney donation. For every 1 cm increase in ear length, it was associated with 5.7% less GFR decline after kidney donation (95% Confidence Interval 0.2 to 11.3, P = 0.04). Ear width, as well as age, sex, body weight, height, body mass index, and pre-donation eGFR did not significantly associate with the GFR decline. Our findings support the notion of Traditional Chinese Medicine that ear morphology may be associated with kidney health and suggest that ear length might be a useful predictor of kidney function decline after kidney donation."
27276992,ear,"Finite element method was employed in this study to analyze the change in performance of implantable hearing devices due to the consideration of soft tissues' viscoelasticity. An integrated finite element model of human ear including the external ear, middle ear and inner ear was first developed via reverse engineering and analyzed by acoustic-structure-fluid coupling. Viscoelastic properties of soft tissues in the middle ear were taken into consideration in this model. The model-derived dynamic responses including middle ear and cochlea functions showed a better agreement with experimental data at high frequencies above 3000 Hz than the Rayleigh-type damping. On this basis, a coupled finite element model consisting of the human ear and a piezoelectric actuator attached to the long process of incus was further constructed. Based on the electromechanical coupling analysis, equivalent sound pressure and power consumption of the actuator corresponding to viscoelasticity and Rayleigh damping were calculated using this model. The analytical results showed that the implant performance of the actuator evaluated using a finite element model considering viscoelastic properties gives a lower output above about 3 kHz than does Rayleigh damping model. Finite element model considering viscoelastic properties was more accurate to numerically evaluate implantable hearing devices."
28576532,ear,"We aim to define the frequencies of anomalies of the inner ear, oval window, and round window ipsilateral to isolated non-syndromic unilateral aural atresia.Retrospective case series. We reviewed high resolution computed tomography scans of the temporal bones of 70 children with isolated non-syndromic unilateral congenital aural atresia. Scans were reviewed according to the Jahrsdoerfer criteria and further evaluated for anomalies of the vestibule, semi-circular canals, cochlea, internal auditory canal and vestibulocochlear nerve.Inner ear dysplasia was seen in two of 70 atretic ears: one with a dysmorphic lateral semicircular canal and another with a large vestibule assimilating the lateral semicircular canal. Abnormalities of the oval window and round window ipsilateral to the atresia were identified in 21% (15) and 7% (5), respectively, of the atretic ears. Oval window and round window abnormalities were associated with disproportionately lower Jahrsdoerfer scores compared to aural atresia patients without these abnormalities (P < 0.001 and P = 0.04, respectively).Compared to studies that included syndromic or bilateral atresia cases, we found inner ear and oval window abnormalities less common in children with isolated non-syndromic unilateral aural atresia. However, round window anomalies seem to occur at about the same frequency."
28160074,ear,"Canine visceral leishmaniasis (CVL) is transmitted through vector, although venereal transmission has been suggested. This study aimed to compare the parasitic loads and inflammatory processes in genital tissues with ear skin from seropositive male dogs. Forty-five seropositive dogs were separated into groups containing symptomatic (n = 23) and asymptomatic (n = 22) animals. The control group (n = 2) healthy animals with seronegative and negative results in direct parasitological test. Samples of ear tip skin, prepuce, glans penis, testis, epididymis, and prostate were collected for evaluation of parasitic load and inflammatory infiltrate. Although ear tip skin was the most intensely parasitized, prepuce and epididymis revealed no difference in parasitism when compared with ear tip skin (P > 0.05). Parasitic loads in testis and prostate were lower than other tissues (P < 0.05). Parasitism in glans penis was high, similar to prepuce and epididymis, but lower than ear tip skin. High parasitism was more frequent in symptomatic dogs than asymptomatic animals. Severe inflammatory processes were more frequent within the symptomatic animals compared with asymptomatic and more predominant in prepuce and epididymis. Ear tip skin and genital tissues presented signs of chronic inflammation. There were weak and moderate positive correlations between parasitic loads and inflammatory processes. Our results demonstrate that, likewise with the ear tip skin, the genital of seropositive dogs can carry a large number of Leishmania infantum amastigotes and this process are more intense in symptomatic animals. These data have important implications for understanding the possibility of venereal transmission of CVL."
27611323,ear,"The ear is a key facial feature and yet few studies have previously assessed ear aesthetics. This study aimed to assess the anatomical components of the ear that have the greatest impact on the perception of ear aesthetics.Three photographs of a male adult ear (close-up, lateral, posterior) were digitally manipulated such that in each, 1 anatomical element of the ear was either enlarged or reduced. A complete set of 16 photographs including a repeat of the original ear as a control were randomized and entered into an online survey that required respondents to rate the attractiveness of each ear on a scale of 1 (least attractive) to 10 (most attractive). The survey was disseminated using email and social media.A total of 248 responses were received, 155 women and 92 men. Respondents were grouped by demographics of age and occupation. Reducing (R) or enlarging (E) the helix (R, P = 0.0256; E, P = 0.003), concha (R, P = 0.0002; E, P = <0.0001) and lobule (R, P = 0.0006; E, P < 0.0001) had a significant effect on ratings of attractiveness. Altering the tragus had no significant effect (R, P = 0.448; E, P = 0.201). In lateral view, raising the height of the ear had a significant effect (P = <0.0001) but not in lowering the height (P = 0.3038). Increasing and decreasing the projection of the ears both had a significant effect (P < 0.0001).The results of this study have provided useful evidence regarding the anatomical components of the ear that have the greatest effect on ear aesthetics. Furthermore, this study has proven the usefulness of conducting research using viral online surveys."
29261683,ear,"Early detection and appropriate intervention for children with hearing impairment is important for maximizing functioning and quality of life. The lack of ear and hearing services in low income countries is a significant challenge, however, evidence suggests that even where such services are available, and children are referred to them, uptake is low. The aim of this study was to assess uptake of and barriers to referrals to ear and hearing services for children in Thyolo District, Malawi.This was a mixed methods study. A survey was conducted with 170 caregivers of children who were referred for ear and hearing services during community-based screening camps to assess whether they had attended their referral and reasons for non-attendance. Semi-structured interviews were conducted with 23 caregivers of children who did not take up their referral to explore in-depth the reasons for non-uptake. In addition, 15 stakeholders were interviewed. Thematic analysis of the interview data was conducted and emerging trends were analysed.Referral uptake was very low with only 5 out of 150 (3%) children attending. Seven main interacting themes for non-uptake of referral were identified in the semi-structured interviews: location of the hospital, lack of transport, other indirect costs of seeking care, fear and uncertainty about the referral hospital, procedural problems within the camps, awareness and understanding of hearing loss, and lack of visibility and availability of services.This study has highlighted a range of interacting challenges faced by families in accessing ear and hearing services in this setting. Understanding these context specific barriers to non-uptake of ear and hearing services is important for designing appropriate interventions to increase uptake."
26197871,ear,"Unilateral hearing loss (UHL) leads to an imbalanced input to the brain and results in cortical reorganization. In listeners with unilateral impairments, while the perceptual deficits associated with the impaired ear are well documented, less is known regarding the auditory processing in the unimpaired, clinically normal ear. It is commonly accepted that perceptual consequences are unlikely to occur in the normal ear for listeners with UHL. This study investigated whether the temporal resolution in the normal-hearing (NH) ear of listeners with long-standing UHL is similar to those in listeners with NH. Temporal resolution was assayed via measuring gap detection thresholds (GDTs) in within- and between-channel paradigms. GDTs were assessed in the normal ear of adults with long-standing, severe-to-profound UHL (N = 13) and age-matched, NH listeners (N = 22) at two presentation levels (30 and 55 dB sensation level). Analysis indicated that within-channel GDTs for listeners with UHL were not significantly different than those for the NH subject group, but the between-channel GDTs for listeners with UHL were poorer (by greater than a factor of 2) than those for the listeners with NH. The hearing thresholds in the normal or impaired ears were not associated with the elevated between-channel GDTs for listeners with UHL. Contrary to the common assumption that auditory processing capabilities are preserved for the normal ear in listeners with UHL, the current study demonstrated that a long-standing unilateral hearing impairment may adversely affect auditory perception--temporal resolution--in the clinically normal ear. From a translational perspective, these findings imply that the temporal processing deficits in the unimpaired ear of listeners with unilateral hearing impairments may contribute to their overall auditory perceptual difficulties."
26256547,ear,"To identify the rate of hearing loss related to middle ear disease and the frequency of tympanostomy tube (TT) insertion in the contralateral ear of patients with unilateral microtia/aural atresia.Retrospective case series of patients less than 3 years of age with unilateral microtia/aural atresia treated at an urban, tertiary care children's hospital from 2008 to 2013.Clinical and audiologic data were reviewed. Statistical analysis was performed to determine the relative risk of TT insertion in the normal ear.A total of 72 patients were included for analysis. The average age of patients at their initial otolaryngology visit was 3.3 months (range 0.08-1.67 years); 38 (52.8%) patients were males. Aural atresia involved the right ear in 43 (59.7%) cases. Five (6.9%) patients were syndromic. Abnormal audiometric testing of the normal ear was noted in 12 (16.7%), and 14 (19.4%) underwent TT during the first 3 years of life. Twelve children (85.7%) who had a TT placed were nonsyndromic. When compared to published norms for TT placement in the general population (6.8% of children < 3 year of age), a greater proportion of children with unilateral microtia/aural atresia had TT placement in the normal ear (z = 4.26, P < 0.0001).Patients with unilateral microtia/aural atresia have increased rates of hearing loss and middle ear effusion leading to TT in their normal ear at a higher rate versus the general population. This information can help guide more vigilant care and audiologic follow-up in affected children.4. Laryngoscope, 126:1470-1474, 2016."
26529401,ear,"Advancement of engineered ear in clinical practice is limited by several challenges. The complex, largely unsupported, three-dimensional auricular neocartilage structure is difficult to maintain. Neocartilage formation is challenging in an immunocompetent host due to active inflammatory and immunological responses. The large number of autologous chondrogenic cells required for engineering an adult human-sized ear presents an additional challenge because primary chondrocytes rapidly dedifferentiate during in vitro culture. The objective of this study was to engineer a stable, human ear-shaped cartilage in an immunocompetent animal model using expanded chondrocytes. The impact of basic fibroblast growth factor (bFGF) supplementation on achieving clinically relevant expansion of primary sheep chondrocytes by in vitro culture was determined. Chondrocytes expanded in standard medium were either combined with cryopreserved, primary passage 0 chondrocytes at the time of scaffold seeding or used alone as control. Disk and human ear-shaped scaffolds were made from porous collagen; ear scaffolds had an embedded, supporting titanium wire framework. Autologous chondrocyte-seeded scaffolds were implanted subcutaneously in sheep after 2 weeks of in vitro incubation. The quality of the resulting neocartilage and its stability and retention of the original ear size and shape were evaluated at 6, 12, and 20 weeks postimplantation. Neocartilage produced from chondrocytes that were expanded in the presence of bFGF was superior, and its quality improved with increased implantation time. In addition to characteristic morphological cartilage features, its glycosaminoglycan content was high and marked elastin fiber formation was present. The overall shape of engineered ears was preserved at 20 weeks postimplantation, and the dimensional changes did not exceed 10%. The wire frame within the engineered ear was able to withstand mechanical forces during wound healing and neocartilage maturation and prevented shrinkage and distortion. This is the first demonstration of a stable, ear-shaped elastic cartilage engineered from auricular chondrocytes that underwent clinical-scale expansion in an immunocompetent animal over an extended period of time."
27591576,ear,"The ear is one of the most complex organs in the human body. Sound is a sequence of pressure waves, which propagates through a compressible media such as air. The pinna concentrates the sound waves into the external auditory meatus. In this canal, the sound is conducted to the tympanic membrane. The tympanic membrane transforms the pressure variations into mechanical displacements, which are then transmitted to the ossicles. The vibration of the stapes footplate creates pressure waves in the fluid inside the cochlea; these pressure waves stimulate the hair cells, generating electrical signals which are sent to the brain through the cochlear nerve, where they are decoded. In this work, a three-dimensional finite element model of the human ear is developed. The model incorporates the tympanic membrane, ossicular bones, part of temporal bone (external auditory meatus and tympanic cavity), middle ear ligaments and tendons, cochlear fluid, skin, ear cartilage, jaw and the air in external auditory meatus and tympanic cavity. Using the finite element method, the magnitude and the phase angle of the umbo and stapes footplate displacement are calculated. Two slightly different models are used: one model takes into consideration the presence of air in the external auditory meatus while the other does not. The middle ear sound transfer function is determined for a stimulus of 60 dB SPL, applied to the outer surface of the air in the external auditory meatus. The obtained results are compared with previously published data in the literature. This study highlights the importance of external auditory meatus in the sound transmission. The pressure gain is calculated for the external auditory meatus."
27618842,ear,"We consider the problem of Auditory Attention Detection (AAD), where the goal is to detect which speaker a person is attending to, in a multi-speaker environment, based on neural activity. This work aims to analyze the influence of head-related filtering and ear-specific decoding on the performance of an AAD algorithm.We recorded high-density EEG of 16 normal-hearing subjects as they listened to two speech streams while tasked to attend to the speaker in either their left or right ear. The attended ear was switched between trials. The speech stimuli were administered either dichotically, or after filtering using Head-Related Transfer Functions (HRTFs). A spatio-temporal decoder was trained and used to reconstruct the attended stimulus envelope, and the correlations between the reconstructed and the original stimulus envelopes were used to perform AAD, and arrive at a percentage correct score over all trials.We found that the HRTF condition resulted in significantly higher AAD performance than the dichotic condition. However, speech intelligibility, measured under the same set of conditions, was lower for the HRTF filtered stimuli. We also found that decoders trained and tested for a specific attended ear performed better, compared to decoders trained and tested for both left and right attended ear simultaneously. In the context of the decoders supporting hearing prostheses, the former approach is less realistic, and studies in which each subject always had to attend to the same ear may find over-optimistic results.This work shows the importance of using realistic binaural listening conditions and training on a balanced set of experimental conditions to obtain results that are more representative for the true AAD performance in practical applications."
25378137,ear,"Social housing is recommended where possible for laboratory mice. In order to achieve this, mice must be individually identifiable. Although, various methods are available, permanent identification is often required, such as ear notching. This method is likely to be painful and to date there is limited literature on pain assessment and alleviation for this routine husbandry practice. Here we aimed to determine if the mouse grimace scale (MGS) could be used to assess pain in C57BL/6 mice following routine ear notching. Langford et al. found that very acute noxious stimuli (i.e. < 10 min in duration) did not produce a change in MGS score in comparison to baseline. Here, no significant difference was found between MGS scores at baseline and immediately post ear notching, potentially indicating that the pain associated with ear notching is either too acute to assess using the MGS tool or the practice is not painful. Studies in other species indicate that ear notching is painful, therefore, unless we can confidently conclude that the process of ear notching is not painful, we should err on the side of caution and assume it is painful due to the large number of mice ear-notched and potential welfare consequences. Alternative methods of assessing pain following this routine practice should be used in order to assess both the potential pain in mice, and the effectiveness of analgesics or local anaesthetics to relieve any associated pain."
26667632,ear,"Malformations of the external and middle ear often go along with an aesthetic and functional handicap. Independent of additional aesthetic procedures, a successful functional hearing restoration leads to a tremendous gain in quality of life for affected patients. The introduction of implantable hearing systems (bone conduction and middle ear devices) offers new therapeutic options in this field. We focus on functional rehabilitation of patients with malformations, either by surgical reconstruction or the use of different implantable hearing devices, depending on the disease itself and the severity of malformation as well as hearing impairment. Patients with an open ear canal and minor malformations are good candidates for surgical hearing restoration of middle ear structures with passive titanium or autologous implants. In cases with complete fibrous or bony atresia of the ear canal, the most promising functional outcome and gain in quality of life can be expected with an active middle ear implant or a bone conduction device combined with a surgical aesthetic rehabilitation in a single or multi-step procedure. Although the surgical procedure for bone conduction devices is straightforward and safe, more sophisticated operations for active middle ear implants (e.g., Vibrant Soundbridge, MED-EL, Innsbruck, Austria) provide an improved speech discrimination in noise and the ability of sound localization compared with bone conduction devices where the stimulation reaches both cochleae."
27146422,ear,"The objectives of the present study were to compare the cortisol response caused by ear tagging piglets with the distress caused by other known painful husbandry procedures (e.g. castration and tail docking) and to evaluate the effectiveness of analgesia with meloxicam to reduce the cortisol response caused by these procedures. In total, 210 male piglets were randomised to equal numbers (n=30) into one of seven groups: a control group which was only handled (H), an ear tagged group that received no analgesia (ET), an ear tagged group with analgesia (ETM), a castration group with no analgesia (C), a castration group with analgesia (CM), a tail-docked group with no analgesia (TD) and a tail-docked group with analgesia (TDM). The procedures were carried out on day 3 or 4 after farrowing. Five blood samples were taken from each piglet: 30 min before the respective procedure (baseline value), and 30, 60 min, 4 and 7 h after processing, to assess cortisol concentrations. Means as well as the area under the curve (AUC) value were analysed and the effective sizes of the procedures were established. At 7 h after the experimental treatment, cortisol concentrations had returned to base values in all groups. ET evoked a greater cortisol response than H piglets at 30 min (P<0.001) and 60 min (P=0.001). The cortisol response to ET was lower than C at 30 min (P=0.001) but did not differ significantly at the other sample times. The mean cortisol response was similar between ET and TD piglets over all sample times. Taking both intensity and duration of the cortisol response into account (AUC), ET evoked a greater response than TD. Analgesia (ETM) resulted in significantly lower cortisol levels than ET at 30 and 60 min post-procedure. Castration (C) provoked the highest cortisol response of all procedures; a significant analgesic effect (CM) was shown only at 4 h post-procedure. TD resulted in significantly higher cortisol levels than H piglets only at 30 min; analgesia (TDM) significantly reduced the cortisol response at 30 min. We conclude that ear tagging causes a dramatic increase in cortisol levels compared with handling alone in piglets, which suggests that this procedure causes substantial distress. However, further research is needed to confirm these results."
24698792,ear,"Before visiting a plastic surgeon, some microtia patients may undergo canaloplasty for hearing improvement. In such cases, scarred tissues and the reconstructed external auditory canal in the postauricular area may cause a significant limitation in using the posterior auricular skin flap for ear reconstruction. In this article, we present a new method for auricular reconstruction in microtia patients with previous canaloplasty. By dividing a postauricular skin flap into an upper scalp extended skin flap and a lower mastoid extended skin flap at the level of a reconstructed external auditory canal, the entire anterior surface of the auricular framework can be covered with the two extended postauricular skin flaps. The reconstructed ear shows good color match and texture, with the entire anterior surface of the reconstructed ear being resurfaced with the skin flaps. Clinical question/level of evidence; therapeutic level IV."
28473166,ear,"To evaluate the characteristics of children with cotton-tip applicator (CTA)-related ear injuries.Data on CTA-related ear injuries among children presenting to US emergency departments (EDs) from 1990 through 2010 were obtained from the National Electronic Injury Surveillance System.Between 1990 and 2010, an estimated 263 338 children aged <18 years were treated for CTA-related ear injuries in US hospital EDs. There was a nonsignificant increase in the annual number of injuries from 1990 through 2001 (78.2%) and a significant decrease from 2001 through 2010 (26.0%). Younger children sustained the highest rate of injury (32.2 per 100 000 for age 0-3 years). Ear cleaning was the most frequently documented circumstance at the time of injury (73.2%), and patients themselves were most commonly handling the CTA (76.9%). Foreign body sensation (39.2%) and bleeding (34.8%) were commonly documented reasons for visiting the ED. The presence of a foreign body (29.7%) and tympanic membrane perforation (25.3%) were common diagnoses.Most CTA-related injuries occurred with children themselves handling CTAs while cleaning their ears. Foreign body and tympanic membrane perforation were the most common associated diagnoses. Despite warnings against the use of CTAs in the ear canal and use of CTAs by children, these injuries continued to occur. Additional injury prevention strategies through further parent/caregiver and child education are warranted."
